(19940001, '2023-03-28', ,091543871),
(19940002, 624521804),
(19940003, 367290150),
(19940004, 987654321),
(19940005, 202465812),
(19940006, 531425698),
(19940007, 280932739),
(19940008, 987654321),
(19940009, 531425698),
(19940010, 858170728),
(19940011, 953832401),
(19940012, 624521804),
(19940013, 976019338),
(19940014, 461092846),
(19940015, 976019338),
(19940016, 624521804),
(19940017, 280932739),
(19940018, 732843512),
(19940019, 976019338),
(19940020, 036180144),
(19940021, 567890321),
(19940022, 531425698),
(19940023, 567890321),
(19940024, 367290150),
(19940025, 456789123),
(19940026, 710795873),
(19940027, 567890321),
(19940028, 123456789),
(19940029, 824637036),
(19940030, 202465812),
(19940031, 567890321),
(19940032, 741029467),
(19940033, 071821743),
(19940034, 987654321),
(19940035, 953832401),
(19940036, 123456789),
(19940037, 149107584),
(19940038, 456789123),
(19940039, 624521804),
(19940040, 485719621),
(19940041, 123456789),
(19940042, 834812034),
(19940043, 824637036),
(19940044, 624521804),
(19940045, 976019338),
(19940046, 732843512),
(19940047, 732843512),
(19940048, 976019338),
(19940049, 456789123),
(19940050, 036180144),
(19940051, 698145037),
(19940052, 732843512),
(19940053, 367290150),
(19940054, 759107401),
(19940055, 953832401),
(19940056, 071821743),
(19940057, 710795873),
(19940058, 331085045),
(19940059, 071821743),
(19940060, 091543871),
(19940061, 710795873),
(19940062, 710795873),
(19940063, 202465812),
(19940064, 149107584),
(19940065, 759107401),
(19940066, 547291946),
(19940067, 367290150),
(19940068, 331085045),
(19940069, 367290150),
(19940070, 732843512),
(19940071, 280932739),
(19940072, 710795873),
(19940073, 331085045),
(19940074, 331085045),
(19940075, 759107401),
(19940076, 858170728),
(19940077, 531425698),
(19940078, 976019338),
(19940079, 071821743),
(19940080, 456789123),
(19940081, 741029467),
(19940082, 987654321),
(19940083, 878649173),
(19940084, 741029467),
(19940085, 824637036),
(19940086, 878649173),
(19940087, 732843512),
(19940088, 912543812),
(19940089, 710795873),
(19940090, 759107401),
