(19940012, 1997011),
(19940013, 1997014),
(19940081, 1997012),
(19940015, 1997001),
(19940035, 1997009),
(19940047, 1997006),
(19940075, 1997012),
(19940074, 1997001),
(19940007, 1997005),                    
(19940082, 1997005),
(19940068, 1997005),
(19940042, 1997009),
(19940069, 1997013),
(19940002, 1997012),
(19940060, 1997006),
(19940085, 1997008),
(19940008, 1997001),
(19940030, 1997007),
(19940088, 1997015),
(19940006, 1997004),
(19940090, 1997013),
(19940025, 1997010),
(19940062, 1997010),
(19940077, 1997014),
(19940086, 1997009),
(19940056, 1997011),
(19940078, 1997006),
(19940010, 1997003),
(19940084, 1997002),
(19940021, 1997004),
(19940045, 1997011),
(19940066, 1997012),
(19940059, 1997001),
(19940076, 1997002),
(19940014, 1997006),
(19940063, 1997012),
(19940054, 1997001),
(19940005, 1997013),
(19940026, 1997004),
(19940024, 1997011),
(19940048, 1997003),
(19940046, 1997007),
(19940051, 1997015),
(19940080, 1997011),
(19940043, 1997015),
(19940089, 1997012),
(19940087, 1997006),
(19940037, 1997006),
(19940067, 1997004),
(19940031, 1997001),
(19940009, 1997005),
(19940055, 1997014),
(19940001, 1997008),
(19940028, 1997014),
(19940079, 1997010),
(19940040, 1997014),
(19940022, 1997007),
(19940038, 1997009),
(19940036, 1997014),
(19940019, 1997007),
(19940011, 1997001),
(19940053, 1997010),
(19940029, 1997013),
(19940034, 1997014),
(19940065, 1997002),
(19940058, 1997010),
(19940041, 1997003),
(19940039, 1997012),
(19940064, 1997015),
(19940072, 1997002),
(19940083, 1997013),
(19940004, 1997014),
(19940017, 1997006),
(19940049, 1997007),
(19940027, 1997014),
(19940020, 1997002),
(19940061, 1997010),
(19940023, 1997013),
(19940003, 1997014),
(19940071, 1997013),
(19940052, 1997001),
(19940070, 1997004),
(19940018, 1997003),
(19940057, 1997010),
(19940073, 1997011),
(19940032, 1997002),
(19940016, 1997009),
(19940050, 1997007),
(19940033, 1997004),
(19940044, 1997005),

