(19940008, 1991009),
(19940017, 1991016),
(19940042, 1991004),
(19940081, 1991002),
(19940064, 1991017),
(19940037, 1991014),
(19940025, 1991001),
(19940035, 1991018),
(19940036, 1991014),
(19940075, 1991012),
(19940064, 1991002),
(19940074, 1991010),
(19940076, 1991008),
(19940048, 1991018),
(19940010, 1991012),
(19940065, 1991013),
(19940065, 1991001),
(19940029, 1991012),
(19940024, 1991012),
(19940036, 1991009),
(19940067, 1991009),
(19940008, 1991007),
(19940069, 1991012),
(19940054, 1991019),
(19940018, 1991003),
(19940013, 1991006),
(19940071, 1991003),
(19940065, 1991014),
(19940086, 1991002),
(19940014, 1991013),
(19940032, 1991019),
(19940035, 1991011),
(19940071, 1991009),
(19940017, 1991002),
(19940059, 1991011),
(19940067, 1991013),
(19940015, 1991019),
(19940036, 1991003),
(19940031, 1991016),
(19940013, 1991012),
(19940047, 1991010),
(19940049, 1991013),
(19940074, 1991007),
(19940084, 1991009),
(19940007, 1991001),
(19940041, 1991001),
(19940066, 1991016),
(19940040, 1991019),
(19940060, 1991019),
(19940055, 1991011),
